Name,Coach_ID,Team,Season,League,Matches,Expectation,Result,Difference
Henrik Hansen,Henrik Hansen-SON-2122,SønderjyskE,2122,DEN-Superligaen,13,24.20045,23,-1.20045
Henrik Larsson,Henrik Larsson-HEL-1920,Helsingborgs IF,1920,SWE-Allvenskan,9,28.75105,28.1147,-0.63635
Henrik Pedersen,Henrik Pedersen-STR-1920,Strømsgodset IF,1920,NOR-Eliteserien,23,29.99755,32,2.00245
Henrik Pedersen,Henrik Pedersen-STR-2021,Strømsgodset IF,2021,NOR-Eliteserien,32,37.7401,30.74072,-6.99938
Henrik Rydström,Henrik Rydström-IK -1819,IK Sirius,1819,SWE-Allvenskan,2,30,30,0
Henrik Rydström,Henrik Rydström-KFF-1819,Kalmar FF,1819,SWE-Allvenskan,9,38.1328,34,-4.1328
Henrik Rydström,Henrik Rydström-KFF-2122,Kalmar FF,2122,SWE-Allvenskan,27,28.65695,47,18.34305
Henrik Rydström,Henrik Rydström-SIR-1920,IK Sirius,1920,SWE-Allvenskan,34,32.93295,29,-3.93295
Henrik Rydström,Henrik Rydström-SIR-2021,IK Sirius,2021,SWE-Allvenskan,25,33.08635,38,4.91365
Henrik Åhnstrand,Henrik Åhnstrand-GIF-1920,GIF Sundsvall,1920,SWE-Allvenskan,3,20,20,0
Hernán Losada,Hernán Losada-KFCO-2021,K Beerschot VA,2021,BEL-First Division,18,45.76405,46.62685,0.8628
Hervé Della Maggiore,Hervé Della Maggiore-GFC-1819,GFC Ajaccio,1819,FRA-Ligue 2,26,36.31145,39,2.68855
Hikmet Karaman,Hikmet Karaman-ANK-2021,MKE Ankaragücü,2021,TUR-Super Lig,13,36.50195,38,1.49805
Hikmet Karaman,Hikmet Karaman-KAY-1819,Kayserispor,1819,TUR-Super Lig,20,31.8687,41,9.1313
Hikmet Karaman,Hikmet Karaman-KAY-1920,Kayserispor,1920,TUR-Super Lig,8,38.1174,30.424,-7.6934
Hikmet Karaman,Hikmet Karaman-KAY-2122,Kayserispor,2122,TUR-Super Lig,34,37.99425,47,9.00575
Hikmet Karaman,Hikmet Karaman-MAL-1920,Yeni Malatyaspor,1920,TUR-Super Lig,12,38.3857,32,-6.3857
Horst Hrubesch,Horst Hrubesch-HSV-2021,Hamburger SV,2021,GER-Bundesliga 2,4,58.06205,58,-0.06205
Hugo Broos,Hugo Broos-KVO-1819,KV Oostende,1819,BEL-First Division,1,28.09865,28.09865,0
Huub Stevens,Huub Stevens-SCH-1819,FC Schalke 04,1819,GER-Bundesliga,9,33.13585,33,-0.13585
Huub Stevens,Huub Stevens-SCH-2021,FC Schalke 04,2021,GER-Bundesliga,1,21.25085,21.25085,0
Håkon Wibe-Lund,Håkon Wibe-Lund-STR-1920,Strømsgodset IF,1920,NOR-Eliteserien,3,35.93545,32.3634,-3.57205
Håkon Wibe-Lund,Håkon Wibe-Lund-STR-2021,Strømsgodset IF,2021,NOR-Eliteserien,3,32.27146,31,-1.27146
Håkon Wibe-Lund,Håkon Wibe-Lund-STR-2122,Strømsgodset IF,2122,NOR-Eliteserien,30,35.023,36,0.977
Hüseyin Çimşir,Hüseyin Çimşir-ERZ-2021,BB Erzurumspor,2021,TUR-Super Lig,3,40.57895,33.4683,-7.11065
Hüseyin Çimşir,Hüseyin Çimşir-TRA-1920,Trabzonspor,1920,TUR-Super Lig,16,64.26735,64.1443,-0.12305
Ian Burchnall,Ian Burchnall-OFK-1819,Östersunds FK,1819,SWE-Allvenskan,11,49.7034,49,-0.7034
Ian Burchnall,Ian Burchnall-OFK-1920,Östersunds FK,1920,SWE-Allvenskan,34,47.97955,25,-22.97955
Ian Burchnall,Ian Burchnall-OFK-2021,Östersunds FK,2021,SWE-Allvenskan,5,31.599,28.0561,-3.5429
Ian Dawes,Ian Dawes-TRN-2021,Tranmere Rovers,2021,ENG-League Two,4,56.46725,73,16.53275
Ian Evatt,Ian Evatt-BLT-1920,Bolton Wanderers,1920,ENG-League One,3,14,14,0
Ian Evatt,Ian Evatt-BLT-2021,Bolton Wanderers,2021,ENG-League Two,37,76.0148,79,2.9852
Ian Evatt,Ian Evatt-BLT-2122,Bolton Wanderers,2122,ENG-League One,40,61.5145,73,11.4855
Ian Holloway,Ian Holloway-GRI-1920,Grimsby Town,1920,ENG-League Two,14,51.75905,47,-4.75905
Ian Holloway,Ian Holloway-GRI-2021,Grimsby Town,2021,ENG-League Two,15,60.75405,47.884,-12.87005
Ibrahim Üzülmez,Ibrahim Üzülmez-ANK-1920,MKE Ankaragücü,1920,TUR-Super Lig,5,30.2731,32,1.7269
Idiakez,Idiakez-LUT-1819,Luton Town,1819,ENG-League One,2,93.11355,95.8138,2.70025
Idiakez,Idiakez-ZAR-1819,Real Zaragoza,1819,ESP-La Liga 2,5,59.8702,55.08255,-4.78765
Ignacio Ambriz,Ignacio Ambriz-HUE-2122,SD Huesca,2122,ESP-La Liga 2,12,61.9272,56.12835,-5.79885
Igor Cherevtchenko,Igor Cherevtchenko-KHI-2021,FK Khimki,2021,RUS-Premier League,23,25.48215,45,19.51785
Igor Cherevtchenko,Igor Cherevtchenko-KHI-2122,FK Khimki,2122,RUS-Premier League,14,36.47215,25.2662,-11.20595
Igor Cherevtchenko,Igor Cherevtchenko-TUL-1819,Arsenal Tula,1819,RUS-Premier League,19,34.96855,46,11.03145
Igor Cherevtchenko,Igor Cherevtchenko-TUL-1920,Arsenal Tula,1920,RUS-Premier League,23,42.27785,35.24185,-7.036
Igor Osinkin,Igor Osinkin-KRYL-2122,Krylia Sovetov,2122,RUS-Premier League,29,27.24135,41,13.75865
Igor Osinkin,Igor Osinkin-URL-2021,Krylia Sovetov,2021,RUS-Premier League,29,30.75375,34,3.24625
Igor Osinkin,Igor Osinkin-URL-2122,Krylia Sovetov,2122,RUS-Premier League,29,29.8245,33,3.1755
Igor Tudor,Igor Tudor-HEL-2122,Hellas Verona,2122,ITA-Serie A,31,40.6121,53,12.3879
Igor Yushchenko,Igor Yushchenko-KHI-2122,FK Khimki,2122,RUS-Premier League,3,30.7418,28.007,-2.7348
Ihsan Derelioğlu,Ihsan Derelioğlu-TRA-2021,Trabzonspor,2021,TUR-Super Lig,2,63.68705,63.9964,0.30935
Ilhan Palut,Ilhan Palut-GOZ-1920,Göztepe,1920,TUR-Super Lig,26,42.0841,42,-0.0841
Ilhan Palut,Ilhan Palut-GOZ-2021,Göztepe,2021,TUR-Super Lig,16,50.98065,50.04755,-0.9331
Ilhan Palut,Ilhan Palut-KNY-2021,Konyaspor,2021,TUR-Super Lig,13,48.79295,50,1.20705
Ilhan Palut,Ilhan Palut-KNY-2122,Konyaspor,2122,TUR-Super Lig,36,48.22875,68,19.77125
Ilia Gruev,Ilia Gruev-DUI-1819,MSV Duisburg,1819,GER-Bundesliga 2,1,34.9773,34.9773,0
Ilja Borenovic,Ilja Borenovic-FCL-2122,FC Lausanne-Sport,2122,SWI-Super League,17,36.18445,27.3021,-8.88235
Ilyas Öztürk,Ilyas Öztürk-KAS-1819,Kasımpaşa SK,1819,TUR-Super Lig,2,39.8377,39,-0.8377
Imanol,Imanol-SOC-1819,Real Sociedad,1819,ESP-La Liga,19,51.362,50,-1.362
Imanol,Imanol-SOC-1920,Real Sociedad,1920,ESP-La Liga,35,52.7385,56,3.2615
Imanol,Imanol-SOC-2021,Real Sociedad,2021,ESP-La Liga,35,56.681,62,5.319
Imanol,Imanol-SOC-2122,Real Sociedad,2122,ESP-La Liga,37,62.03975,62,-0.03975
Iraola,Iraola-MIR-1920,CD Mirandés,1920,ESP-La Liga 2,37,49.28805,56,6.71195
Iraola,Iraola-RAY-1920,Rayo Vallecano,1920,ESP-La Liga 2,3,60,60,0
Iraola,Iraola-RAY-2021,Rayo Vallecano,2021,ESP-La Liga 2,40,63.83255,67,3.16745
Iraola,Iraola-RAY-2122,Rayo Vallecano,2122,ESP-La Liga,37,40.859,42,1.141
Ivan Jurić,Ivan Jurić-GEN-1819,Genoa CFC,1819,ITA-Serie A,7,44.48145,42.1269,-2.35455
Ivan Jurić,Ivan Jurić-HEL-1920,Hellas Verona,1920,ITA-Serie A,35,38.32105,49,10.67895
Ivan Jurić,Ivan Jurić-HEL-2021,Hellas Verona,2021,ITA-Serie A,34,44.1168,45,0.8832
Ivan Jurić,Ivan Jurić-TOR-2122,Torino FC,2122,ITA-Serie A,34,43.9155,50,6.0845
Ivan Leko,Ivan Leko-ANT-2021,Royal Antwerp FC,2021,BEL-First Division,15,51.89835,54.9224,3.02405
Ivan Leko,Ivan Leko-CBKV-1819,Club Brugge KV,1819,BEL-First Division,21,69.38275,58.21735,-11.1654
Ivan Moschella,Ivan Moschella-CRO-1819,FC Crotone,1819,ITA-Serie B,1,50.78795,50.78795,0
Ivan Prelec,Ivan Prelec-VEJ-2122,Vejle BK,2122,DEN-Superligaen,9,27.1533,29,1.8467
Ivica Olić,Ivica Olić-CSKA-2021,CSKA Moskva,2021,RUS-Premier League,7,53.30105,50,-3.30105
Ivo Vieira,Ivo Vieira-FAM-2021,FC Famalicão,2021,POR-Primeira Liga,10,32.1376,40,7.8624
Ivo Vieira,Ivo Vieira-FAM-2122,FC Famalicão,2122,POR-Primeira Liga,16,41.9094,36.7982,-5.1112
Ivo Vieira,Ivo Vieira-GUI-1920,Vitória Guimarães,1920,POR-Primeira Liga,37,48.08075,50,1.91925
Ivo Vieira,Ivo Vieira-MORE-1819,Moreirense FC,1819,POR-Primeira Liga,33,37.43255,52,14.56745
Iván Ania,Iván Ania-RAC-1920,Racing Santander,1920,ESP-La Liga 2,14,50.59405,44.684,-5.91005
Iván Martínez,Iván Martínez-ZAR-2021,Real Zaragoza,2021,ESP-La Liga 2,4,43.4375,39.33325,-4.10425
Iñigo Vélez,Iñigo Vélez-AMO-2122,SD Amorebieta,2122,ESP-La Liga 2,30,46.66375,40.1181,-6.54565
Jaap Stam,Jaap Stam-FEY-1920,Feyenoord,1920,NED-Eredivisie,11,58.58995,49.50435,-9.0856
Jaap Stam,Jaap Stam-ZWO-1819,PEC Zwolle,1819,NED-Eredivisie,16,35.61685,39,3.38315
Jack Ross,Jack Ross-HIBS-1920,Hibernian FC,1920,SCO-premiership,15,50.116,46.71645,-3.39955
Jack Ross,Jack Ross-HIBS-2021,Hibernian FC,2021,SCO-premiership,37,48.897,59,10.103
Jack Ross,Jack Ross-HIBS-2122,Hibernian FC,2122,SCO-premiership,14,57.7087,48.1369,-9.5718
Jack Ross,Jack Ross-SUN-1819,Sunderland AFC,1819,ENG-League One,34,85.92535,85,-0.92535
Jack Ross,Jack Ross-SUN-1920,Sunderland AFC,1920,ENG-League One,10,91.14825,80.02535,-11.1229
Jacob Friis,Jacob Friis-AAB-1819,Aalborg BK,1819,DEN-Superligaen,9,44.20185,44.8168,0.61495
Jacob Friis,Jacob Friis-AAB-1920,Aalborg BK,1920,DEN-Superligaen,31,40.33825,54,13.66175
Jacob Friis,Jacob Friis-AAB-2021,Aalborg BK,2021,DEN-Superligaen,7,41.724,37.8295,-3.8945
Jacob Friis,Jacob Friis-VIB-2122,Viborg FF,2122,DEN-Superligaen,10,41.64125,44,2.35875
Jagoba Arrasate,Jagoba Arrasate-OSA-1819,CA Osasuna,1819,ESP-La Liga 2,39,56.1479,87,30.8521
Jagoba Arrasate,Jagoba Arrasate-OSA-1920,CA Osasuna,1920,ESP-La Liga,35,41.4678,52,10.5322
Jagoba Arrasate,Jagoba Arrasate-OSA-2021,CA Osasuna,2021,ESP-La Liga,35,46.8551,44,-2.8551
Jagoba Arrasate,Jagoba Arrasate-OSA-2122,CA Osasuna,2122,ESP-La Liga,37,45.293,47,1.707
Jake Buxton,Jake Buxton-BUR-2021,Burton Albion,2021,ENG-League One,16,59.6106,39.7086,-19.902
Jakob Michelsen,Jakob Michelsen-OBK-1819,Odense BK,1819,DEN-Superligaen,27,39.1,52,12.9
Jakob Michelsen,Jakob Michelsen-OBK-1920,Odense BK,1920,DEN-Superligaen,23,51.13635,41.72775,-9.4086
Jakob Michelsen,Jakob Michelsen-OBK-2021,Odense BK,2021,DEN-Superligaen,21,35.75765,32.1377,-3.61995
James Fowler,James Fowler-KILM-2021,Kilmarnock FC,2021,SCO-premiership,1,39.24875,39.24875,0
James Fowler,James Fowler-SUN-1920,Sunderland AFC,1920,ENG-League One,1,80.13555,80.13555,0
James McPake,James McPake-DUN-1819,Dundee FC,1819,SCO-premiership,2,22.09555,21,-1.09555
James McPake,James McPake-DUN-2122,Dundee FC,2122,SCO-premiership,22,41.61745,34.81265,-6.8048
James Rowberry,James Rowberry-NEW-2122,Newport County,2122,ENG-League Two,31,66.08695,69,2.91305
James Shan,James Shan-WBA-1819,West Bromwich Albion,1819,ENG-Championship,11,77.95165,80,2.04835
Jamie McCombe,Jamie McCombe-LCN-1920,Lincoln City,1920,ENG-League One,1,61.3987,61.3987,0
Jan Frode Nornes,Jan Frode Nornes-ODDS-1920,Odds BK,1920,NOR-Eliteserien,2,52,52,0
Jan Frode Nornes,Jan Frode Nornes-ODDS-2021,Odds BK,2021,NOR-Eliteserien,35,41.9312,43.83428,1.90308
Jan Frode Nornes,Jan Frode Nornes-ODDS-2122,Odds BK,2122,NOR-Eliteserien,28,40.19735,33,-7.19735
Jan Jönsson,Jan Jönsson-STA-1920,Stabæk IF,1920,NOR-Eliteserien,24,28.91115,40,11.08885
Jan Jönsson,Jan Jönsson-STA-2021,Stabæk IF,2021,NOR-Eliteserien,35,42.1976,39.46028,-2.73732
Jan Jönsson,Jan Jönsson-STA-2122,Stabæk IF,2122,NOR-Eliteserien,8,39.28735,32.54535,-6.742
Jan Olde Riekerink,Jan Olde Riekerink-HER-1819,sc Heerenveen,1819,NED-Eredivisie,23,40.46875,46.9872,6.51845
Jan Siewert,Jan Siewert-HUD-1819,Huddersfield Town,1819,ENG-Premier League,17,22.4903,16,-6.4903
Jan Siewert,Jan Siewert-HUD-1920,Huddersfield Town,1920,ENG-Championship,2,73.6865,72.0182,-1.6683
Jan Siewert,Jan Siewert-MNZ-2021,1. FSV Mainz 05,2021,GER-Bundesliga,1,25.99335,25.99335,0
Jan Zimmermann,Jan Zimmermann-HAN-2122,Hannover 96,2122,GER-Bundesliga 2,14,44.67,37.45625,-7.21375
Jan-Moritz Lichte,Jan-Moritz Lichte-MNZ-1920,1. FSV Mainz 05,1920,GER-Bundesliga,1,33.76315,33.76315,0
Jan-Moritz Lichte,Jan-Moritz Lichte-MNZ-2021,1. FSV Mainz 05,2021,GER-Bundesliga,10,31.90545,25.78055,-6.1249
Jaroslav Plašil,Jaroslav Plašil-BOR-2122,Girondins Bordeaux,2122,FRA-Ligue 1,1,33.96535,33.96535,0
Jason Tindall,Jason Tindall-BOU-1920,AFC Bournemouth,1920,ENG-Premier League,2,34,34,0
Jason Tindall,Jason Tindall-BOU-2021,AFC Bournemouth,2021,ENG-Championship,20,85.18695,72.1394,-13.04755
Javi López,Javi López-LUG-1819,CD Lugo,1819,ESP-La Liga 2,5,49.2133,48.63595,-0.57735
Javier Aguirre,Javier Aguirre-LEG-1920,CD Leganés,1920,ESP-La Liga,23,32.6886,36,3.3114
Javier Aguirre,Javier Aguirre-MLA-2122,RCD Mallorca,2122,ESP-La Liga,9,34.9933,39,4.0067
Javier Calleja,Javier Calleja-ALA-2021,CD Alavés,2021,ESP-La Liga,8,33.6212,38,4.3788
Javier Calleja,Javier Calleja-ALA-2122,CD Alavés,2122,ESP-La Liga,17,44.03175,35.8767,-8.15505
Javier Calleja,Javier Calleja-VLR-1819,Villarreal CF,1819,ESP-La Liga,25,48.5952,44,-4.5952
Javier Calleja,Javier Calleja-VLR-1920,Villarreal CF,1920,ESP-La Liga,33,50.81505,60,9.18495
Javier Pereira,Javier Pereira-LEV-2122,Levante UD,2122,ESP-La Liga,5,37.17525,33.8692,-3.30605
Javier Torrente,Javier Torrente-KFCO-2122,K Beerschot VA,2122,BEL-First Division,16,26.1774,20.5947,-5.5827
Jay Driessen,Jay Driessen-VVV-1920,VVV-Venlo,1920,NED-Eredivisie,5,28.8916,28.6974,-0.1942
Jean-Louis Garcia,Jean-Louis Garcia-NCY-1920,AS Nancy Lorraine,1920,FRA-Ligue 2,26,47.73785,46.59995,-1.1379
Jean-Louis Garcia,Jean-Louis Garcia-NCY-2021,AS Nancy Lorraine,2021,FRA-Ligue 2,33,47.24795,47,-0.24795
Jean-Louis Garcia,Jean-Louis Garcia-SER-2122,RFC Seraing,2122,BEL-First Division,11,29.45705,28.87405,-0.583
Jean-Louis Gasset,Jean-Louis Gasset-BOR-2021,Girondins Bordeaux,2021,FRA-Ligue 1,35,47.95,45,-2.95
Jean-Louis Gasset,Jean-Louis Gasset-STE-1819,AS Saint-Étienne,1819,FRA-Ligue 1,33,49.833,66,16.167
Jean-Luc Vasseur,Jean-Luc Vasseur-CHAT-1819,LB Châteauroux,1819,FRA-Ligue 2,4,47.28845,41.5789,-5.70955
Jean-Marc Furlan,Jean-Marc Furlan-AUX-1920,AJ Auxerre,1920,FRA-Ligue 2,26,49.673,47.20175,-2.47125
Jean-Marc Furlan,Jean-Marc Furlan-AUX-2021,AJ Auxerre,2021,FRA-Ligue 2,34,46.75215,62,15.24785
Jean-Marc Furlan,Jean-Marc Furlan-AUX-2122,AJ Auxerre,2122,FRA-Ligue 2,35,60.9049,74,13.0951
Jean-Marc Furlan,Jean-Marc Furlan-BRS-1819,Stade Brest,1819,FRA-Ligue 2,29,67.81505,74,6.18495
Jean-Philippe Faure,Jean-Philippe Faure-NIO-1819,Chamois Niortais,1819,FRA-Ligue 2,2,58.6701,58.8392,0.1691
Jeff Saibene,Jeff Saibene-DSC-1819,Arminia Bielefeld,1819,GER-Bundesliga 2,9,51.57625,40.09495,-11.4813
Jens Gustafsson,Jens Gustafsson-IFKN-1819,IFK Norrköping,1819,SWE-Allvenskan,11,61.51155,65,3.48845
Jens Gustafsson,Jens Gustafsson-IFKN-1920,IFK Norrköping,1920,SWE-Allvenskan,34,49.99325,57,7.00675
Jens Gustafsson,Jens Gustafsson-IFKN-2021,IFK Norrköping,2021,SWE-Allvenskan,25,56.25935,46,-10.25935
Jens Härtel,Jens Härtel-HAN-2122,Hansa Rostock,2122,GER-Bundesliga 2,33,41.0318,41,-0.0318
Jens Härtel,Jens Härtel-MAG-1819,1. FC Magdeburg,1819,GER-Bundesliga 2,7,38.73955,33.82455,-4.915
Jens Keller,Jens Keller-ING-1819,FC Ingolstadt 04,1819,GER-Bundesliga 2,13,32.1906,28.1959,-3.9947
Jens Keller,Jens Keller-NUR-1920,1. FC Nürnberg,1920,GER-Bundesliga 2,20,43.06215,37,-6.06215
Jens Nilsson,Jens Nilsson-KFF-1920,Kalmar FF,1920,SWE-Allvenskan,4,23,23,0
Jess Thorup,Jess Thorup-FCM-1819,FC Midtjylland,1819,DEN-Superligaen,3,71.4389,72.69045,1.25155
Jess Thorup,Jess Thorup-GENK-2021,KRC Genk,2021,BEL-First Division,4,51.6238,55.46775,3.84395
Jess Thorup,Jess Thorup-GENT-1819,KAA Gent,1819,BEL-First Division,18,47.8011,48.059,0.2579
Jess Thorup,Jess Thorup-GENT-1920,KAA Gent,1920,BEL-First Division,27,50.1583,57.2441,7.0858
Jesse Marsch,Jesse Marsch-LEE-2122,Leeds United,2122,ENG-Premier League,13,35.9886,38,2.0114
Jesse Marsch,Jesse Marsch-RBL-2122,RB Leipzig,2122,GER-Bundesliga,14,63.58345,57.7871,-5.79635
Jesse Marsch,Jesse Marsch-SAL-1920,RB Salzburg,1920,AUS-Bundesliga,29,50.3744,50,-0.3744
Jesse Marsch,Jesse Marsch-SAL-2021,RB Salzburg,2021,AUS-Bundesliga,24,51.08915,47.69808,-3.39107
Jesualdo Ferreira,Jesualdo Ferreira-BOA-2021,Boavista,2021,POR-Primeira Liga,23,37.76215,36,-1.76215
Jim Bentley,Jim Bentley-MORE-1819,Morecambe FC,1819,ENG-League Two,34,39.4349,54,14.5651
Jim Bentley,Jim Bentley-MORE-1920,Morecambe FC,1920,ENG-League Two,13,51.82255,41.3804,-10.44215
Jim Goodwin,Jim Goodwin-ABER-2122,Aberdeen FC,2122,SCO-premiership,12,46.11655,41,-5.11655
Jim Goodwin,Jim Goodwin-STM-1920,St. Mirren FC,1920,SCO-premiership,27,37.8856,38.3862,0.5006
Jim Goodwin,Jim Goodwin-STM-2021,St. Mirren FC,2021,SCO-premiership,37,42.02495,45,2.97505
Jim Goodwin,Jim Goodwin-STM-2122,St. Mirren FC,2122,SCO-premiership,22,42.499,46.4958,3.9968
Jim McIntyre,Jim McIntyre-DUN-1819,Dundee FC,1819,SCO-premiership,24,22.52905,20.24625,-2.2828
Jimmy Floyd Hasselbaink,Jimmy Floyd Hasselbaink-BUR-2021,Burton Albion,2021,ENG-League One,20,39.7076,57,17.2924
Jimmy Floyd Hasselbaink,Jimmy Floyd Hasselbaink-BUR-2122,Burton Albion,2122,ENG-League One,40,65.79145,53,-12.79145
Jimmy Phillips,Jimmy Phillips-BLT-1920,Bolton Wanderers,1920,ENG-League One,1,30.6996,30.6996,0
Jimmy Thelin,Jimmy Thelin-ELF-1819,IF Elfsborg,1819,SWE-Allvenskan,11,35.761,30,-5.761
Jimmy Thelin,Jimmy Thelin-ELF-1920,IF Elfsborg,1920,SWE-Allvenskan,34,34.02885,43,8.97115
Jimmy Thelin,Jimmy Thelin-ELF-2021,IF Elfsborg,2021,SWE-Allvenskan,25,39.43855,51,11.56145
Jimmy Thelin,Jimmy Thelin-ELF-2122,IF Elfsborg,2122,SWE-Allvenskan,27,44.00215,55,10.99785
Joakim Persson,Joakim Persson-VAR-2021,Varbergs BoIS,2021,SWE-Allvenskan,25,23.56315,37,13.43685
Joakim Persson,Joakim Persson-VAR-2122,Varbergs BoIS,2122,SWE-Allvenskan,27,35.60395,37,1.39605
Joaquín Caparrós,Joaquín Caparrós-SEV-1819,Sevilla FC,1819,ESP-La Liga,9,60.36275,59,-1.36275
Jobi McAnuff,Jobi McAnuff-LEY-2021,Leyton Orient,2021,ENG-League Two,13,61.9694,61,-0.9694
Jocelyn Gourvennec,Jocelyn Gourvennec-GUI-1819,EA Guingamp,1819,FRA-Ligue 1,25,34.8676,27,-7.8676
Jocelyn Gourvennec,Jocelyn Gourvennec-LLE-2122,Lille OSC,2122,FRA-Ligue 1,36,63.46955,55,-8.46955
Joe Dunne,Joe Dunne-CAM-1819,Cambridge United,1819,ENG-League Two,9,51.31025,48.61195,-2.6983
Joe Gallen,Joe Gallen-POR-2021,Portsmouth FC,2021,ENG-League One,1,71.6457,71.6457,0
Joel Cedergren,Joel Cedergren-GIF-1819,GIF Sundsvall,1819,SWE-Allvenskan,11,45.82025,44,-1.82025
Joel Cedergren,Joel Cedergren-GIF-1920,GIF Sundsvall,1920,SWE-Allvenskan,21,41.13345,22.5491,-18.58435
Joey Barton,Joey Barton-BRI-2021,Bristol Rovers,2021,ENG-League One,14,43.58345,38,-5.58345
Joey Barton,Joey Barton-BRI-2122,Bristol Rovers,2122,ENG-League Two,42,74.15045,80,5.84955
Joey Barton,Joey Barton-FLEE-1819,Fleetwood Town,1819,ENG-League One,34,68.85665,61,-7.85665
Joey Barton,Joey Barton-FLEE-1920,Fleetwood Town,1920,ENG-League One,34,68.55425,60,-8.55425
Joey Barton,Joey Barton-FLEE-2021,Fleetwood Town,2021,ENG-League One,17,65.16915,68.98565,3.8165
Joey Harðarson,Joey Harðarson-IKS-2021,IK Start,2021,NOR-Eliteserien,35,30.33645,27,-3.33645
Johan Sandahl,Johan Sandahl-DAL-1819,Dalkurd FF,1819,SWE-Allvenskan,8,22.06405,24,1.93595
John Askey,John Askey-SHR-1819,Shrewsbury Town,1819,ENG-League One,7,58.18245,56.0909,-2.09155
John Askey,John Askey-VALE-1819,Port Vale FC,1819,ENG-League Two,17,50.18575,49,-1.18575
John Askey,John Askey-VALE-1920,Port Vale FC,1920,ENG-League Two,34,49.1169,57,7.8831
John Askey,John Askey-VALE-2021,Port Vale FC,2021,ENG-League Two,16,62.89495,58.9455,-3.94945
John Coleman,John Coleman-ACCR-1819,Accrington Stanley,1819,ENG-League One,34,61.04045,55,-6.04045
John Coleman,John Coleman-ACCR-1920,Accrington Stanley,1920,ENG-League One,34,50.8309,40,-10.8309
John Coleman,John Coleman-ACCR-2021,Accrington Stanley,2021,ENG-League One,37,52.1605,67,14.8395
John Coleman,John Coleman-ACCR-2122,Accrington Stanley,2122,ENG-League One,40,52.2903,61,8.7097
John Dempster,John Dempster-MANS-1920,Mansfield Town,1920,ENG-League Two,19,74.28975,56.5353,-17.75445
John Eustace,John Eustace-QPR-1819,Queens Park Rangers,1819,ENG-Championship,1,51.9927,51.9927,0
John Hughes,John Hughes-ROSS-2021,Ross County FC,2021,SCO-premiership,19,29.0917,36,6.9083
John Kennedy,John Kennedy-CEL-2021,Celtic FC,2021,SCO-premiership,10,79.3906,76,-3.3906
John McGreal,John McGreal-COL-1819,Colchester United,1819,ENG-League Two,34,77.3402,70,-7.3402
John McGreal,John McGreal-COL-1920,Colchester United,1920,ENG-League Two,34,61.1062,58,-3.1062
John McGreal,John McGreal-IPS-2122,Ipswich Town,2122,ENG-League One,3,65.1417,65.14165,-5.00E-05
John Sheridan,John Sheridan-CAR-1819,Carlisle United,1819,ENG-League Two,13,67.8864,77.35365,9.46725
John Sheridan,John Sheridan-OLD-2122,Oldham Athletic,2122,ENG-League Two,19,40.17845,38,-2.17845
John Sheridan,John Sheridan-SWI-2021,Swindon Town,2021,ENG-League One,22,49.2381,42.48445,-6.75365
John Sheridan,John Sheridan-WGA-2021,Wigan Athletic,2021,ENG-League One,8,65.61645,50.11765,-15.4988
John Stegeman,John Stegeman-ZWO-1920,PEC Zwolle,1920,NED-Eredivisie,26,36.2592,36.6654,0.4062
John Stegeman,John Stegeman-ZWO-2021,PEC Zwolle,2021,NED-Eredivisie,21,39.74265,37.78565,-1.957
John van 't Schip,John van 't Schip-ZWO-1819,PEC Zwolle,1819,NED-Eredivisie,12,31.6432,33.85245,2.20925
John van den Brom,John van den Brom-ALK-1819,AZ Alkmaar,1819,NED-Eredivisie,29,62.2775,58,-4.2775
John van den Brom,John van den Brom-GENK-2021,KRC Genk,2021,BEL-First Division,21,59.6294,57.24605,-2.38335
John van den Brom,John van den Brom-GENK-2122,KRC Genk,2122,BEL-First Division,14,65.93045,52.30785,-13.6226
John van den Brom,John van den Brom-UTR-1920,FC Utrecht,1920,NED-Eredivisie,26,51.65005,53.8075,2.15745
John van den Brom,John van den Brom-UTR-2021,FC Utrecht,2021,NED-Eredivisie,8,50.79725,50.4411,-0.35615
Johnnie Jackson,Johnnie Jackson-CHA-2021,Charlton Athletic,2021,ENG-League One,1,67.70335,67.70335,0
Johnnie Jackson,Johnnie Jackson-CHA-2122,Charlton Athletic,2122,ENG-League One,29,55.8007,59,3.1993
Johnny Jansen,Johnny Jansen-HER-1819,sc Heerenveen,1819,NED-Eredivisie,6,43.66605,41,-2.66605
Johnny Jansen,Johnny Jansen-HER-1920,sc Heerenveen,1920,NED-Eredivisie,26,44.4142,43.3637,-1.0505
Johnny Jansen,Johnny Jansen-HER-2021,sc Heerenveen,2021,NED-Eredivisie,33,43.1926,39,-4.1926
Johnny Jansen,Johnny Jansen-HER-2122,sc Heerenveen,2122,NED-Eredivisie,20,40.2744,41.01455,0.74015
Jon Brady,Jon Brady-NOTO-2021,Northampton Town,2021,ENG-League One,15,40.4383,45,4.5617
Jon Brady,Jon Brady-NOTO-2122,Northampton Town,2122,ENG-League Two,42,70.2801,80,9.7199
Jon Dahl Tomasson,Jon Dahl Tomasson-BLK-2122,Blackburn Rovers,2122,ENG-Championship,2,69,69,0
Jon Dahl Tomasson,Jon Dahl Tomasson-MAL-1920,Malmö FF,1920,SWE-Allvenskan,2,65,65,0
